group,id,day,size
Grp. A3 B6 (50% C1; 50% C11),441,91,301.893939
Grp. A3 B6 (50% C1; 50% C11),441,94,500.73552
Grp. A3 B6 (50% C1; 50% C11),441,98,1164.489216
Grp. A4 B6 (20% C1; 80% C11),442,7,23.334318
Grp. A4 B6 (20% C1; 80% C11),442,10,37.6
Grp. A4 B6 (20% C1; 80% C11),442,14,41.743548
Grp. A4 B6 (20% C1; 80% C11),442,17,57.726594
Grp. A4 B6 (20% C1; 80% C11),442,21,58.104628
Grp. A4 B6 (20% C1; 80% C11),442,24,54.8291245
Grp. A4 B6 (20% C1; 80% C11),442,28,53.2512
Grp. A4 B6 (20% C1; 80% C11),442,31,61.067212
Grp. A4 B6 (20% C1; 80% C11),442,35,94.3460865
Grp. A4 B6 (20% C1; 80% C11),442,38,122.5085185
Grp. A4 B6 (20% C1; 80% C11),442,42,197.427367
Grp. A4 B6 (20% C1; 80% C11),442,45,252.9792
Grp. A4 B6 (20% C1; 80% C11),443,7,27.31155
Grp. A4 B6 (20% C1; 80% C11),443,10,30.7242
Grp. A4 B6 (20% C1; 80% C11),443,14,36.7416
Grp. A4 B6 (20% C1; 80% C11),443,17,40.0428
Grp. A4 B6 (20% C1; 80% C11),443,21,41.430528
Grp. A4 B6 (20% C1; 80% C11),443,24,35.482496
Grp. A4 B6 (20% C1; 80% C11),443,28,29.5781895
Grp. A4 B6 (20% C1; 80% C11),443,31,30.175101
Grp. A4 B6 (20% C1; 80% C11),443,35,40.842225
Grp. A4 B6 (20% C1; 80% C11),443,38,46.7673885
Grp. A4 B6 (20% C1; 80% C11),443,42,57.1824
Grp. A4 B6 (20% C1; 80% C11),443,45,60.536655
Grp. A4 B6 (20% C1; 80% C11),443,49,76.2498335
Grp. A4 B6 (20% C1; 80% C11),443,52,94.614275
Grp. A4 B6 (20% C1; 80% C11),443,56,190.2790955
Grp. A4 B6 (20% C1; 80% C11),444,7,27.695448
Grp. A4 B6 (20% C1; 80% C11),444,10,46.3672
Grp. A4 B6 (20% C1; 80% C11),444,14,51.2510085
Grp. A4 B6 (20% C1; 80% C11),444,17,53.8265
Grp. A4 B6 (20% C1; 80% C11),444,21,44.57485
Grp. A4 B6 (20% C1; 80% C11),444,24,40.51411
Grp. A4 B6 (20% C1; 80% C11),444,28,32.1531615
Grp. A4 B6 (20% C1; 80% C11),444,31,32.757725
Grp. A4 B6 (20% C1; 80% C11),444,35,39.9984305
Grp. A4 B6 (20% C1; 80% C11),444,38,43.780976
Grp. A4 B6 (20% C1; 80% C11),444,42,47.5288
Grp. A4 B6 (20% C1; 80% C11),444,45,88.817715
Grp. A4 B6 (20% C1; 80% C11),444,49,107.5748685
Grp. A4 B6 (20% C1; 80% C11),444,52,168.003336
Grp. A4 B6 (20% C1; 80% C11),444,56,276.699872
Grp. A4 B6 (20% C1; 80% C11),444,59,435.181321
Grp. A4 B6 (20% C1; 80% C11),444,63,734.874624
Grp. A4 B6 (20% C1; 80% C11),444,66,1630.242
Grp. A4 B6 (20% C1; 80% C11),445,7,27.03775
Grp. A4 B6 (20% C1; 80% C11),445,10,43.952706
Grp. A4 B6 (20% C1; 80% C11),445,14,54.5928
Grp. A4 B6 (20% C1; 80% C11),445,17,58.289665
Grp. A4 B6 (20% C1; 80% C11),445,21,58.247424
Grp. A4 B6 (20% C1; 80% C11),445,24,57.92384
Grp. A4 B6 (20% C1; 80% C11),445,28,43.1433
Grp. A4 B6 (20% C1; 80% C11),445,31,43.932276
Grp. A4 B6 (20% C1; 80% C11),445,35,45.91054
Grp. A4 B6 (20% C1; 80% C11),445,38,48.6
Grp. A4 B6 (20% C1; 80% C11),445,42,60.6407255
Grp. A4 B6 (20% C1; 80% C11),445,45,60.391988
Grp. A4 B6 (20% C1; 80% C11),445,49,72.03372
Grp. A4 B6 (20% C1; 80% C11),445,52,133.626618
Grp. A4 B6 (20% C1; 80% C11),445,56,244.341045
Grp. A4 B6 (20% C1; 80% C11),445,59,335.076734
Grp. A4 B6 (20% C1; 80% C11),445,63,540.157184
Grp. A4 B6 (20% C1; 80% C11),445,66,769.7922035
Grp. A4 B6 (20% C1; 80% C11),445,70,1121.940096
Grp. A4 B6 (20% C1; 80% C11),446,7,26.129666
Grp. A4 B6 (20% C1; 80% C11),446,10,35.2
Grp. A4 B6 (20% C1; 80% C11),446,14,43.780976
Grp. A4 B6 (20% C1; 80% C11),446,17,44.58264
Grp. A4 B6 (20% C1; 80% C11),446,21,45.184849
Grp. A4 B6 (20% C1; 80% C11),446,24,59.285196
Grp. A4 B6 (20% C1; 80% C11),446,28,45.8557435
Grp. A4 B6 (20% C1; 80% C11),446,31,45.731952
Grp. A4 B6 (20% C1; 80% C11),446,35,80.779032
Grp. A4 B6 (20% C1; 80% C11),446,38,86.704128
Grp. A4 B6 (20% C1; 80% C11),446,42,86.6124
Grp. A4 B6 (20% C1; 80% C11),446,45,137.4230475
Grp. A4 B6 (20% C1; 80% C11),446,49,182.950407
Grp. A4 B6 (20% C1; 80% C11),446,52,332.075756
Grp. A4 B6 (20% C1; 80% C11),446,56,516.7046625
Grp. A4 B6 (20% C1; 80% C11),447,7,27.3515625
Grp. A4 B6 (20% C1; 80% C11),447,10,36.8017015
Grp. A4 B6 (20% C1; 80% C11),447,14,44.6292
Grp. A4 B6 (20% C1; 80% C11),447,17,66.236517
Grp. A4 B6 (20% C1; 80% C11),447,21,71.425152
Grp. A4 B6 (20% C1; 80% C11),447,24,64.903096
Grp. A4 B6 (20% C1; 80% C11),447,28,65.574032
Grp. A4 B6 (20% C1; 80% C11),447,31,68.8286255
Grp. A4 B6 (20% C1; 80% C11),447,35,86.37921
Grp. A4 B6 (20% C1; 80% C11),447,38,97.442723
Grp. A4 B6 (20% C1; 80% C11),447,42,103.24845
Grp. A4 B6 (20% C1; 80% C11),447,45,137.7218515
Grp. A4 B6 (20% C1; 80% C11),447,49,170.952212
Grp. A4 B6 (20% C1; 80% C11),447,52,285.7536
Grp. A4 B6 (20% C1; 80% C11),447,56,455.685372
Grp. A4 B6 (20% C1; 80% C11),447,59,730.823148
Grp. A4 B6 (20% C1; 80% C11),447,63,820.4176755
Grp. A4 B6 (20% C1; 80% C11),447,66,1170.377858
Grp. A5 B6 (100% C11),448,7,22.8770955
Grp. A5 B6 (100% C11),448,10,37.450026
Grp. A5 B6 (100% C11),448,14,46.54935
Grp. A5 B6 (100% C11),448,17,53.361
Grp. A5 B6 (100% C11),448,21,55.62288
Grp. A5 B6 (100% C11),448,24,88.276082
Grp. A5 B6 (100% C11),448,28,146.829918
Grp. A5 B6 (100% C11),448,31,249.5152575
Grp. A5 B6 (100% C11),448,35,467.840087
Grp. A5 B6 (100% C11),448,38,703.44451
Grp. A5 B6 (100% C11),448,42,1254.872997
Grp. A5 B6 (100% C11),449,7,21.66255
Grp. A5 B6 (100% C11),449,10,36.634539
Grp. A5 B6 (100% C11),449,14,45.6535715
Grp. A5 B6 (100% C11),449,17,63.8687565
Grp. A5 B6 (100% C11),449,21,68.884066
Grp. A5 B6 (100% C11),449,24,95.669568
